Otu,domain,dconf,phylum,pconf,class,cconf,order,oconf,family,fconf,genus,gconf
Otu1,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,0.99
Otu7,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Clostridium_XlVa,0.68
Otu11,Bacteria,1,Actinobacteria,1,Coriobacteriia,1,Eggerthellales,1,Eggerthellaceae,1,Adlercreutzia,0.85
Otu8,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Muribaculaceae,0.99,Duncaniella,0.99
Otu2,Bacteria,1,Verrucomicrobia,1,Verrucomicrobiae,1,Verrucomicrobiales,1,Akkermansiaceae,1,Akkermansia,1
Otu6,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Eubacteriaceae,0.56,Eubacterium,0.56
Otu9,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.97,Harryflintia,0.48
Otu10,Bacteria,1,Firmicutes,1,Erysipelotrichia,1,Erysipelotrichales,1,Erysipelotrichaceae,1,Faecalibaculum,0.99
Otu4,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Streptococcaceae,1,Lactococcus,1
Otu3,Bacteria,1,Firmicutes,1,Erysipelotrichia,0.53,Erysipelotrichales,0.53,Erysipelotrichaceae,0.53,Turicibacter,0.51
Otu5,Bacteria,1,Firmicutes,1,Bacilli,1,Bacillales,1,Bacillaceae_1,0.95,Bacillus,0.95
Otu13,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lachnospiracea_incertae_sedis,0.31
Otu22,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.97,Bacteroidales,0.97,Porphyromonadaceae,0.44,Porphyromonas,0.34
Otu15,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Dorea,0.36
Otu14,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.98,Enterocloster,0.53
Otu17,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Agathobacter,0.48
Otu16,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Johnsonella,0.47
Otu18,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Eisenbergiella,0.86
Otu12,Bacteria,1,Actinobacteria,1,Coriobacteriia,1,Eggerthellales,1,Eggerthellaceae,1,Adlercreutzia,1
Otu19,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Faecalicatena,0.68
Otu20,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.99,Bacteroidales,0.99,Muribaculaceae,0.35,Muribaculum,0.18
Otu23,Bacteria,1,Firmicutes,0.56,Clostridia,0.56,Clostridiales,0.56,Ruminococcaceae,0.32,Spiroplasma,0.32
Otu21,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Ruminococcus,1
Otu24,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Extibacter,0.97
Otu27,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.88,Lachnobacterium,0.28
Otu32,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Murimonas,0.41
Otu28,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.98,Lachnobacterium,0.38
Otu26,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lacrimispora,0.9
Otu30,Bacteria,1,Firmicutes,0.8,Clostridia,0.8,Clostridiales,0.8,Lachnospiraceae,0.79,Enterocloster,0.43
Otu25,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Dysgonomonadaceae,0.32,Dysgonomonas,0.32
Otu29,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Peptostreptococcaceae,1,Romboutsia,1
Otu31,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Faecalicatena,0.91
Otu33,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Porphyromonadaceae,0.64,Porphyromonas,0.5
Otu36,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.97,Clostridium_XlVa,0.31
Otu35,Bacteria,1,Firmicutes,0.51,Clostridia,0.44,Clostridiales,0.42,Lachnospiraceae,0.25,Acholeplasma,0.19
Otu38,Bacteria,1,Firmicutes,0.67,Clostridia,0.66,Clostridiales,0.66,Lachnospiraceae,0.54,Cellulosilyticum,0.5
Otu40,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.97,Howardella,0.26
Otu39,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.94,Anaerostipes,0.58
Otu34,Bacteria,1,Firmicutes,1,Erysipelotrichia,1,Erysipelotrichales,1,Erysipelotrichaceae,1,Clostridium_XVIII,1
Otu37,Bacteria,1,Firmicutes,0.89,Clostridia,0.89,Clostridiales,0.89,Lachnospiraceae,0.63,Shuttleworthia,0.62
Otu44,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Acetatifactor,0.89
Otu41,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Hespellia,0.84
Otu42,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Colidextribacter,0.65
Otu43,Bacteria,1,Firmicutes,0.64,Clostridia,0.64,Clostridiales,0.64,Ruminococcaceae,0.4,Agathobaculum,0.27
Otu51,Bacteria,1,Firmicutes,0.92,Clostridia,0.92,Clostridiales,0.92,Lachnospiraceae,0.92,Marvinbryantia,0.79
Otu47,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Roseburia,0.98
Otu45,Bacteria,1,Firmicutes,0.59,Clostridia,0.57,Clostridiales,0.56,Lachnospiraceae,0.34,Spiroplasma,0.19
Otu49,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Enterocloster,0.52
Otu50,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Enterocloster,0.99
Otu46,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Ruminococcus,0.84
Otu48,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Clostridiaceae_1,1,Clostridium_sensu_stricto,1
Otu52,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Anaerocolumna,0.7
Otu53,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Coprococcus,0.5
Otu54,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.97,Intestinimonas,0.44
Otu55,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Acutalibacter,0.99
Otu57,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Roseburia,0.55
Otu56,Bacteria,1,Tenericutes,0.52,Mollicutes,0.52,Acholeplasmatales,0.51,Acholeplasmataceae,0.51,Acholeplasma,0.51
Otu58,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Dysgonomonadaceae,0.52,Dysgonomonas,0.52
Otu59,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Coprococcus,0.35
Otu60,Bacteria,1,Firmicutes,0.72,Clostridia,0.72,Clostridiales,0.72,Ruminococcaceae,0.33,Spiroplasma,0.14
Otu61,Bacteria,1,Bacteroidetes,1,Flavobacteriia,1,Flavobacteriales,1,Flavobacteriaceae,1,Imtechella,0.98
Otu62,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Pseudoflavonifractor,0.56
Otu65,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.99,Acetivibrio,0.41
Otu63,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lachnospiracea_incertae_sedis,0.31
Otu64,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Muricomes,0.81
Otu66,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Muricomes,0.99
Otu67,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Acetatifactor,0.38
Otu69,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Butyrivibrio,0.26
Otu68,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Lacrimispora,0.41
Otu70,Bacteria,1,Tenericutes,0.67,Mollicutes,0.67,Acholeplasmatales,0.67,Acholeplasmataceae,0.67,Acholeplasma,0.67
Otu73,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Anaerosporobacter,0.5
Otu71,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Johnsonella,0.48
Otu72,Bacteria,1,Firmicutes,0.81,Clostridia,0.81,Clostridiales,0.81,Lachnospiraceae,0.73,Cellulosilyticum,0.73
Otu74,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Dysosmobacter,0.8
Otu75,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.89,Acetivibrio,0.75
Otu76,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.92,Muricomes,0.65
Otu77,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Clostridium_XlVa,0.96
Otu80,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Marvinbryantia,0.93
Otu78,Bacteria,1,Firmicutes,0.97,Clostridia,0.96,Clostridiales,0.96,Ruminococcaceae,0.96,Intestinimonas,0.51
Otu81,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.99,Neglecta,0.66
Otu82,Bacteria,1,Firmicutes,0.94,Clostridia,0.94,Clostridiales,0.94,Ruminococcaceae,0.94,Sporobacter,0.44
Otu79,Eukaryota,1,Plantae,1,Liliopsida,1,Poales,1,Poaceae,1,Zea,1
Otu83,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.89,Johnsonella,0.34
Otu84,Bacteria,1,Firmicutes,0.61,Clostridia,0.61,Clostridiales,0.53,Lachnospiraceae,0.41,Anaerostipes,0.24
Otu85,Bacteria,1,Firmicutes,0.79,Clostridia,0.79,Clostridiales,0.79,Ruminococcaceae,0.79,Papillibacter,0.7
Otu87,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Muricomes,0.97
Otu90,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Marvinbryantia,0.86
Otu89,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Schaedlerella,0.99
Otu86,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.99,Acetanaerobacterium,0.54
Otu88,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.98,Ruminococcaceae,0.97,Ethanoligenens,0.35
Otu91,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Acetatifactor,0.87
Otu92,Bacteria,1,Firmicutes,0.88,Clostridia,0.87,Clostridiales,0.87,Lachnospiraceae,0.83,Cellulosilyticum,0.8
Otu93,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Faecalicatena,0.49
Otu94,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Anaerosporobacter,0.8
Otu95,Bacteria,1,Firmicutes,0.84,Clostridia,0.84,Clostridiales,0.84,Lachnospiraceae,0.83,Lachnoanaerobaculum,0.26
Otu97,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Clostridium_XlVa,0.86
Otu96,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Blautia,0.6
Otu100,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Cuneatibacter,0.25
Otu98,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Oscillibacter,0.76
Otu102,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Roseburia,0.95
Otu101,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Anaerotignum,0.98
Otu103,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.69,Enterocloster,0.34
Otu99,Bacteria,1,Firmicutes,0.99,Clostridia,0.9,Clostridiales,0.9,Clostridiales_Incertae_Sedis_XIII,0.6,Mogibacterium,0.37
Otu106,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Mediterraneibacter,0.78
Otu104,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Flintibacter,0.99
Otu105,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Coprococcus,0.36
Otu107,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Johnsonella,0.52
Otu108,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.96,Blautia,0.75
Otu110,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Howardella,0.3
Otu109,Bacteria,1,Firmicutes,0.95,Erysipelotrichia,0.88,Erysipelotrichales,0.88,Erysipelotrichaceae,0.88,Amedibacillus,0.54
Otu111,Bacteria,1,Firmicutes,0.96,Clostridia,0.92,Clostridiales,0.91,Lachnospiraceae,0.86,Johnsonella,0.39
Otu112,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Muribaculaceae,0.97,Paramuribaculum,0.97
Otu113,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Frisingicoccus,0.99
Otu115,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Prevotellaceae,1,Prevotella,1
Otu114,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Clostridiales_Incertae_Sedis_XIII,0.8,Mogibacterium,0.79
Otu116,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Faecalicatena,0.98
Otu117,Bacteria,1,Firmicutes,0.6,Clostridia,0.59,Clostridiales,0.59,Lachnospiraceae,0.3,Cellulosilyticum,0.18
Otu118,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.95,Ruminococcus,0.28
Otu121,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Butyrivibrio,0.38
Otu120,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Dysosmobacter,0.66
Otu119,,,Bacteria,1,Cyanobacteria/Chloroplast,1,Chloroplast,1,Chloroplast,1,Streptophyta,1
Otu122,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Enterocloster,0.49
Otu125,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Anaerocolumna,0.4
Otu126,Bacteria,1,Firmicutes,0.57,Clostridia,0.57,Clostridiales,0.57,Ruminococcaceae,0.35,Spiroplasma,0.24
Otu123,Bacteria,1,Firmicutes,1,Erysipelotrichia,1,Erysipelotrichales,1,Erysipelotrichaceae,1,Clostridium_XVIII,0.88
Otu124,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Tissierellaceae,0.64,Anaerosalibacter,0.64
Otu127,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Blautia,0.8
Otu128,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Coprococcus,0.51
Otu129,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Muricomes,0.4
Otu132,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Roseburia,0.85
Otu131,Bacteria,1,Firmicutes,1,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Roseburia,0.55
Otu130,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Coprococcus,0.69
Otu133,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Intestinimonas,0.35
Otu135,Bacteria,1,Firmicutes,0.53,Clostridia,0.47,Clostridiales,0.45,Lachnospiraceae,0.31,Acholeplasma,0.21
Otu136,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Shuttleworthia,0.91
Otu134,Bacteria,1,Firmicutes,1,Erysipelotrichia,0.92,Erysipelotrichales,0.92,Erysipelotrichaceae,0.92,Allobaculum,0.42
Otu137,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.99,Clostridium_IV,0.39
Otu139,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Frisingicoccus,0.54
Otu140,Bacteria,1,Cyanobacteria/Chloroplast,0.99,Chloroplast,0.99,Mycoplasmoidales,0.01,Chloroplast,0.99,Streptophyta,0.99
Otu141,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Porphyromonadaceae,0.61,Porphyromonas,0.44
Otu138,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,0.91,Ruminococcaceae,0.91,Clostridium_IV,0.4
Otu142,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Eubacteriaceae,0.78,Eubacterium,0.78
Otu143,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Oscillibacter,0.84
Otu147,Bacteria,0.73,Planctomycetes,0.25,Planctomycetacia,0.25,Planctomycetales,0.25,Isosphaeraceae,0.25,Tautonia,0.24
Otu144,Bacteria,1,Firmicutes,0.65,Clostridia,0.65,Clostridiales,0.65,Lachnospiraceae,0.34,Spiroplasma,0.19
Otu145,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.96,Anaerotignum,0.94
Otu146,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Acetatifactor,0.47
Otu148,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Shuttleworthia,0.83
Otu149,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Coprococcus,0.59
Otu150,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Enterocloster,0.5
Otu151,Bacteria,1,Firmicutes,0.4,Clostridia,0.4,Clostridiales,0.4,Spiroplasmataceae,0.31,Spiroplasma,0.31
Otu152,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Clostridium_IV,0.57
Otu155,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Enterocloster,0.79
Otu153,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,0.97,Ruminococcaceae,0.96,Anaerotruncus,0.71
Otu157,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Blautia,0.41
Otu156,Bacteria,1,Firmicutes,0.77,Bacilli,0.55,Lactobacillales,0.55,Lactobacillaceae,0.55,Lacticaseibacillus,0.47
Otu154,Bacteria,1,Firmicutes,0.79,Clostridia,0.56,Clostridiales,0.56,Clostridiales_Incertae_Sedis_XIII,0.51,Mogibacterium,0.24
Otu158,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Butyrivibrio,0.65
Otu159,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.98,Bacteroidales,0.98,Muribaculaceae,0.49,Duncaniella,0.49
Otu161,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.99,Clostridium_IV,0.36
Otu160,Bacteria,1,Firmicutes,0.76,Clostridia,0.66,Clostridiales,0.66,Lachnospiraceae,0.56,Lachnobacterium,0.48
Otu162,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Syntrophococcus,0.99
Otu165,Bacteria,1,Firmicutes,0.97,Clostridia,0.97,Clostridiales,0.97,Lachnospiraceae,0.97,Butyrivibrio,0.23
Otu163,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.88,Bacteroidales,0.88,Dysgonomonadaceae,0.23,Dysgonomonas,0.23
Otu164,Bacteria,1,Firmicutes,0.8,Clostridia,0.8,Clostridiales,0.8,Lachnospiraceae,0.77,Cellulosilyticum,0.77
Otu166,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.96,Bacteroidales,0.96,Dysgonomonadaceae,0.52,Dysgonomonas,0.52
Otu167,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Anaerotruncus,1
Otu169,Bacteria,1,Firmicutes,0.3,Thermotogae,0.28,Thermotogales,0.26,Thermotogaceae,0.15,Cerasicoccus,0.12
Otu170,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.98,Bacteroidales,0.98,Porphyromonadaceae,0.69,Porphyromonas,0.69
Otu168,Bacteria,1,Firmicutes,0.9,Clostridia,0.9,Clostridiales,0.76,Peptococcaceae_2,0.32,Desulfotomaculum,0.2
Otu172,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Harryflintia,0.66
Otu171,Bacteria,1,Firmicutes,0.66,Clostridia,0.54,Clostridiales,0.54,Clostridiales_Incertae_Sedis_XIII,0.22,Bacilliculturomica,0.22
Otu173,Bacteria,1,Firmicutes,0.98,Clostridia,0.98,Clostridiales,0.96,Ruminococcaceae,0.96,Ruminococcus,0.85
Otu174,Bacteria,1,Firmicutes,0.92,Clostridia,0.92,Clostridiales,0.92,Ruminococcaceae,0.85,Colidextribacter,0.3
Otu176,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Acetatifactor,0.24
Otu175,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Dysosmobacter,0.85
Otu177,Bacteria,1,Firmicutes,0.99,Clostridia,0.97,Clostridiales,0.97,Ruminococcaceae,0.9,Ethanoligenens,0.54
Otu178,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Anaerotignum,1
Otu180,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Ruminococcus,0.55
Otu181,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.96,Johnsonella,0.72
Otu179,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Ligilactobacillus,1
Otu183,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Shuttleworthia,0.38
Otu184,Bacteria,1,Bacteroidetes,1,Bacteroidia,1,Bacteroidales,1,Muribaculaceae,0.69,Duncaniella,0.69
Otu182,Bacteria,1,Firmicutes,0.94,Clostridia,0.94,Clostridiales,0.94,Clostridiales_incertae_sedis,0.89,Marinisporobacter,0.57
Otu185,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.91,Bacteroidales,0.91,Dysgonomonadaceae,0.51,Dysgonomonas,0.51
Otu187,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.98,Clostridium_XlVa,0.48
Otu186,Eukaryota,1,Plantae,1,Liliopsida,1,Poales,1,Poaceae,1,Zea,1
Otu189,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,0.98,Flavonifractor,0.97
Otu188,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.99,Cuneatibacter,0.55
Otu191,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Dysosmobacter,0.72
Otu192,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Ruminococcaceae,0.99,Flavonifractor,0.95
Otu190,Eukaryota,1,Plantae,1,Liliopsida,1,Poales,1,Poaceae,1,Zea,1
Otu193,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Harryflintia,0.57
Otu195,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,0.91,Ruminococcaceae,0.91,Anaerotruncus,0.32
Otu196,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Dysosmobacter,0.95
Otu194,Bacteria,1,Firmicutes,1,Bacilli,1,Lactobacillales,1,Lactobacillaceae,1,Lactobacillus,0.99
Otu197,Bacteria,1,Firmicutes,0.87,Clostridia,0.55,Clostridiales,0.55,Peptostreptococcaceae,0.49,Proteocatella,0.29
Otu198,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,1,Shuttleworthia,0.63
Otu200,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.99,Bacteroidales,0.99,Bacteroidaceae,0.99,Bacteroides,0.99
Otu201,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.88,Bacteroidales,0.88,Porphyromonadaceae,0.37,Dysgonomonas,0.34
Otu199,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Clostridiales_Incertae_Sedis_XIII,1,Mogibacterium,1
Otu202,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Tepidibaculum,0.97
Otu203,Bacteria,1,Bacteroidetes,1,Bacteroidia,0.96,Bacteroidales,0.96,Muribaculaceae,0.68,Muribaculum,0.67
Otu205,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Hungatella,0.97
Otu204,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Lachnospiraceae,0.97,Falcatimonas,0.53
Otu207,Bacteria,1,Firmicutes,0.99,Clostridia,0.99,Clostridiales,0.99,Lachnospiraceae,0.99,Butyrivibrio,0.5
Otu206,Bacteria,1,Firmicutes,1,Clostridia,1,Clostridiales,1,Ruminococcaceae,1,Harryflintia,0.51
